;Given Name;Family Name;Role;ORCID ID;Keywords;H Index;Citations;Organization;Past Institutions;Department Code;Specific Field;Internal
568;Xinbo;Gao;;0000-0003-3774-994X;Nessuna;94;42714;Xidian University & CQUPT;;;;External
569;Yiyu;Yao;postgraduate;0009-0006-5374-7214;Nessuna;100;40977;Jiangnan University;;;;External
570;Adam;Godzik;Professor;0000-0002-2425-852X;Nessuna;99;57948;University of California Riverside School of Medicine;;;;External
571;Hiroaki;Kitano;Professor;0000-0002-3589-1953;Nessuna;91;57089;Okinawa Institute of Science and Technology Graduate University;;;;External
572;Stefania;Bandini;;0000-0002-2942-1605;Nessuna;35;4751;University of Milano-Biocca;;;;External
573;Tae Hyun;Hwang;;0000-0002-0389-5597;Bioinformatics, Computational Biology, Machine Learning;36;5451;Florida Department of Health Cancer Chair, Dept. of AI, and Immunology, Mayo Clinic;;;;External
574;CARLO;GAMBACORTI PASSERINI;Full Professor of Hematology;0000-0001-6058-515X;CML TKI ALK+ Lymphoma aCML NGS;87;40263;Università degli Studi di Milano-Bicocca;;;;External
575;Gunel;Jahangirova;;0000-0002-1423-1083;Nessuna;13;1065;King's College London;;;;External
576;ALVARO;LUQUE ARAPA;DOCENTE;0000-0002-6639-5661;Nessuna;;;Universidad Andina Nestor Caceres Velasquez;;;;External
577;Gergana;Bounova;;0009-0005-7088-5400;Nessuna;18;6887;Unknown affiliation;;;;External
578;Yuzhi;Wang;;0000-0001-6962-6659;Nessuna;11;2991;Research Engineer @ Megvii Inc.;;;;External
579;Michael;Schubert;;0000-0001-7142-9443;Nessuna;47;12342;Johns Hopkins University;;;;External
580;Robert;Kueffner;;0000-0003-0050-5140;Nessuna;24;4716;Unknown affiliation;;;;External
581;Janelle;Noel-MacDonnell;;0000-0002-8171-6056;Nessuna;16;674;Children's Mercy Hospital;;;;External
582;Shengfeng;Luo;;0000-0002-9876-4521;Nessuna;2;33;Southern University of Science and Technology;;;;External
583;Marta R.;Hidalgo;;0000-0002-5801-7804;Nessuna;16;1010;University of Valencia;;;;External
584;Yuelong;Guo;;0000-0003-1287-1906;Nessuna;18;1431;Grifols (United States);;;;External
585;Luca;Cosmo;;0000-0001-7729-4666;Nessuna;20;1616;Ca' Foscari University of Venice;;;;External
586;tramy;nguyen;;0000-0002-8035-0259;Nessuna;15;882;Raytheon BBN Technologies;;;;External
587;Vladimir;Bajic;"Professor, Applied Mathematics and Computational Science; Director, Computational Bioscience Research Center";0000-0001-5435-4750; AI/machine learning/deep learning, text- & data- & knowledge-mining, information integration,  bioinformatics, drug repositioning, diagnostic & screening & prognostic biomarkers, function inference of transcripts and proteins, metagenomics, transcriptomics, regulation;1;37;King Abdullah University of Science and Technology (KAUST);;;;External
588;Cuong;Dang;;0000-0001-6183-4082;Photonics, Nanophotonics, Optoelectronics, LED, Laser;40;5059;Associate Professor, Nanyang Technological University (NTU);;;;External
589;Alberto;Calderone;;0000-0003-0876-1595;Computer Science;39;6654;Independent Researcher;;;;External
590;Lei;Tang;;0009-0009-6363-9569;Nessuna;38;11304;Central South University;;;;External
591;Petra;Murinová;;0009-0000-4204-3955;Nessuna;10;500;University of Ostrava;;;;External
592;Tatsuhiko;Tsunoda;Professor;0000-0002-5439-7918;Nessuna;128;79768;The University of Tokyo;;;;External
593;Kuldeep;Purohit;Postdoctoral Research Associate;0000-0002-6709-1627;Nessuna;22;1785;Michigan State University;;;;External
594;Daeseon;Choi;;0000-0002-1438-0265;Nessuna;20;1608;Dept. of Medical Information, Kongju National Univ.;;;;External
595;Martina;Kutmon;Assistant Professor;0000-0002-7699-8191;Pathway analysis, Network Biology, WikiPathways, PathVisio, Cytocape, CyTargetLinker, Systems Biology, Bioinformatics;26;5889;Maastricht University;;;;External
596;Albert A.;Antolin;Principal Investigator;0000-0002-1634-9034;Nessuna;18;1717;Institut d'Investigació Biomédica de Bellvitge;;;;External
597;Yasi;Wang;;0000-0002-1179-3304;Nessuna;4;1205;Samsung Research China-Beijing;;;;External
598;Michela;Seghezzi;;0000-0003-4937-9683;Nessuna;22;1522;Unknown affiliation;;;;External
599;oscar;cornejo;;0000-0002-8383-3504;Nessuna;4;66;Departamento de Ingeniería Industrial UCSC;;;;External
600;Hiroaki;Kitano;;0009-0003-7847-7714;Nessuna;91;57089;The Systems Biology Institute, Director / Sony Computer Science Laboratories, Inc., President and CEO / Okinawa Institute of Science and Technology, Professor;;;;External
601;Yoon Keun;Kwak;Professor;0000-0003-4648-4648;Nessuna;;;Kumoh National Institute of Technology;;;;External
602;Pasura;Aungkulanon;;0000-0002-7600-9752;Nessuna;10;446;King Mongkut's University of Technology North Bangkok;;;;External
603;Dmitry;Nikolaev;;0000-0002-0151-4850;Nessuna;24;2900;Head of the Lab at Institute for Information Transmission Problems RAS, CTO at Smart Engines;;;;External
604;feiyu;huang;;0000-0002-4058-5213;Nessuna;3;168;Unknown affiliation;;;;External
605;Wolfram;Liebermeister;;0000-0002-2568-2381;Systems biology;39;10696;INRAE Centre de Jouy-en-Josas;;;;External
606;Jonathan;Karr;Fellow;0000-0002-2605-5080;systems biology, translational medicine, computational biology, modeling;92;39714;Icahn School of Medicine at Mount Sinai;;;;External
607;Martin;Meier-Schellersheim;Senior Investigator / Section Chief;0000-0002-8754-6377;Nessuna;30;6019;National Institute of Allergy and Infectious Diseases;;;;External
608;Sara;Santos;;0000-0002-4833-6959;Nessuna;44;8270;CIBIO/InBio, University of Evora;;;;External
609;Jinying;Huang;;0000-0002-9213-6903;Nessuna;1;1;Ningbo University of Finance and Economics;;;;External
610;ANNA;FERRARI;;0000-0002-4845-4509;Nessuna;46;7871;HZDR (Helmholtz-Zentrum Dresden-Rossendorf);;;;External
611;Nazem;Atassi;Head, Early Neuro Development ;0000-0002-1856-2330;Nessuna;37;4814;Sanofi Genzyme;;;;External
612;Francesco;Giuliani;;0000-0002-8312-6295;Nessuna;22;1536;Head of Innovation & Research;;;;External
613;Alexander;Chatzigeorgiou;;0000-0002-5381-8418;Nessuna;44;7564;Professor of Software Engineering, University of Macedonia;;;;External
614;Stuart;SEALFON;;0000-0001-5791-1217;Nessuna;76;21444;Icahn School of Medicine at Mount Sinai;;;;External
615;I-Hsiang;Chen;;0009-0009-4538-4494;Nessuna;10;607;National Taiwan University;;;;External
616;Jeremy;Ash;AI/ML Drug Discovery Data Scientist;0000-0002-8041-8524;Nessuna;9;656;Janssen Research and Development;;;;External
617;ERALDO;PAULESU;Full Professor of Cognitive Neuroscience;0000-0002-9224-754X;Nessuna;61;24114;Universita degli Studi di Milano-Bicocca;;;;External
618;Wenwen;Min;Associate Professor;0000-0002-2558-2911;Deep Learning, Machine Learning, Bioinformatics, AI in Computational Biology;10;596;Yunnan University;;;;External
619;Hoifung;Poon;;0000-0002-9067-0918;Nessuna;43;12493;General Manager, Microsoft Health Futures;;;;External
620;Aziz Ali;Khan;Research Fellow;0009-0003-5682-3129;Food security, rural livelihoods, medicinal and aromatic plants, degradation, Juniper forests,, indigenous knowledge, social resilience,, Yak, pastoralists, snow leopard, Chitral, Badakhshan, Afghanistan, Pamir region, Tajikistan, environmental degradation, climate change, effects and impacts, adaptation,;24;1711;University of Central Asia Khorog, Tajikistan;;;;External
621;Sven;Sahle;;0000-0002-5458-7404;Nessuna;29;10710;Universität Heidelberg;;;;External
622;jinhui;Tang;;0009-0005-5807-6467;Nessuna;85;29098;Nanjing University of Science and Technology;;;;External
623;Fahad Shahbaz;khan;Biträdande universitetslektor;0000-0002-4263-3143;Nessuna;101;50833;Linkopings universitet;;;;External
624;Claus;Koestler;;0000-0002-3348-6380;Nessuna;9;322;School of Mathematical Sciences, University College Cork;;;;External
625;Sang-Won;Lee;;0000-0001-7130-2637;Nessuna;26;6270;Professor, Graduate School of Data Science, Seoul National University;;;;External
626;luca';maria;;0000-0002-5630-7189;Nessuna;77;59372;Faculty of informatics, USI, IDSIA - USI-SUPSI, Artificialy SA, Lugano;;;;External
627;Pietro;Vinetti;;0000-0003-3713-4283;Nessuna;12;675;MBDA Italy;;;;External
628;Georgy;Perevozchikov;Researcher (PhD);0009-0009-7176-6242;Nessuna;2;41;University of Würzburg;;;;External
629;Gary;Bader;Professor;0000-0003-0185-8861;computational biology;114;89257;University of Toronto;;;;External
630;Sampada;Malagi;;0009-0000-5444-625X;Nessuna;7;224;Researcher @ Center of Excellence in Visual Intelligence, KLE Technological University;;;;External
631;Richard;Lewis;Research Associate;0000-0002-8246-9181;music information retrieval, musicology;60;29945;Goldsmiths University of London Department of Computing;;;;External
632;Donatien;Chedom Fotso;;0000-0003-3028-5150;Nessuna;5;286;Researcher in Applied Statistical Genomics, University Of Oxford;;;;External
633;Ali ;Ebrahim;;0000-0002-8529-1972;Nessuna;235;224168;Nursing;;;;External
634;Sylvain;Soliman;;0000-0001-5525-7418;Computational Biology, Systems Biology, Bioinformatics, Computer Science, Formal Methods, Petri nets;25;2883;Inria Saclay - Île-de-France Research Centre;;;;External
635;Kimberley;Hill;;0000-0001-9819-3952;Nessuna;76;37634;Professor of Anthropology, Arizona State University;;;;External
636;Ming-Hsuan;Yang;;0000-0003-4848-2304;Nessuna;162;139310;"University of California at Merced; Google DeepMind";;;;External
637;Raffaele;Giaffreda;;0000-0002-3075-0932;Nessuna;22;3443;Fondazione Bruno Kessler;;;;External
638;Florin Alexandru;Vasluianu;PhD Student;0009-0003-2366-8791;Nessuna;12;500;University of Würzburg;;;;External
639;Junqiang;Dai;;0000-0001-7348-303X;Nessuna;9;500;University of Kansas Medical Center;;;;External
640;Frederick;Zhang;;0000-0002-4053-6657;Nessuna;52;11047;Fred Hutchinson Cancer Research Center;;;;External
641;Hao;Jiang;;0000-0003-3221-6212;Nessuna;87;35973;Professor of SMSE, East China University of Science and Technology;;;;External
642;Xin;Jin;;0000-0002-1134-6619;Nessuna;42;35687;BGI & SCUT, China;;;;External
643;Davide;Brinati;Machine Learning Researcher - Data Scientist;0000-0001-7847-5004;Nessuna;1;403;IRCCS Istituto Ortopedico Galeazzi;;;;External
644;NATALIA;JURISTO JUZGADO;;0000-0002-2465-7141;Nessuna;;;Universidad Politécnica de Madrid - Technical University of Madrid;;;;External
645;Yudi;Pawitan;Professor;0000-0003-0324-7052;Nessuna;70;26228;Karolinska Institutet;;;;External
646;Song song;Wang;;0000-0003-1137-1600;Nessuna;81;17410;Research Fellow, Institute of Physics, Academia Sinica;;;;External
647;Haoqiang;Fan;;0000-0002-7398-6873;Nessuna;34;7857;Megvii;;;;External
648;Hao-Hsiang;Yang;;0000-0002-9550-779X;Nessuna;18;1284;Google;;;;External
649;Jean-Bernard;Salomond;;0000-0002-9818-4316;Nessuna;6;187;Université Paris-Est Créteil;;;;External
650;pengyue;zhang;;0000-0003-2544-0478;Nessuna;25;3462;Uber;;;;External
651;Lei-Lei;Li;;0000-0002-4823-4530;Nessuna;13;632;Xi'an Shiyou University;;;;External
652;Hyeran;Byun;;0000-0002-3082-3214;Nessuna;35;5725;Yonsei University;;;;External
653;Sunghwan;Cho;;0000-0001-8569-3114;Nessuna;23;2436;Unknown affiliation;;;;External
654;Allen;Kim;;0000-0002-7995-520X;Nessuna;16;14372;Director, Molecular Biology, Allen Institute for Brain Science;;;;External
655;Melaine A;Kuenemann;Postdoctoral Research Associate;0000-0001-5317-2111;Nessuna;;;North Carolina State University;;;;External
656;Doaa;Altarawy;;0000-0002-7795-4422;Nessuna;10;2329;Lead Data Scientist;;;;External
657;kiseong;kim;;0000-0001-7099-0394;Nessuna;3;210;namsang dental clinic;;;;External
658;barış;özcan;M.D. / general surgeon / surgical oncology;0000-0002-5394-7324;Nessuna;8;248;Memorial&Medstar Oncology Group /Medstar Antalya Hospital;;;;External
659;Wenyi;Tang;;0000-0002-4725-9963;Nessuna;7;156;Sichuan University;;;;External
660;Marina Jeaneth;Machicao Justo;Pósdoutorado;0000-0002-1202-0194;Deep Learning, Data Science, Big Data, Complex Networks, Network Automata;;;Universidade de São Paulo Escola Politécnica;;;;External
661;Joshua;Knight;Research Staff Member;0000-0003-0998-7561;Nessuna;7;401;IBM Thomas J Watson Research Center;;;;External
662;Francisco J.;Vico;;0000-0002-5193-8782;Nessuna;17;1334;Professor of Computer Science;;;;External
663;PAOLO;LAGO;;0000-0002-5077-7518;Nessuna;41;5782;Professor de Química, Universidade de São Paulo;;;;External
664;Songhyun;Yu;;0000-0003-0725-9202;Nessuna;8;603;Hanyang University;;;;External
665;Filio;Billia;;0000-0002-2824-1215;Nessuna;37;6997;University of Toronto;;;;External
666;Tanvir;Alam;eExam Supervisor;0000-0002-8799-4495;Waste-to-Energy,Biomass and Bioenergy, Gasification, Combustion, Ash Slagging,  Waste Management;28;3825;Monash  University;;;;External
667;Alice;Gualerzi;;0000-0003-2996-5714;extracellular vesicles, regenerative medicine, Raman spectroscopy, neurological disorders, human anatomy, histology, stroke, rehabilitation;24;12012;Fondazione Don Carlo Gnocchi;;;;External
668;Mingwei;Zhang;;0000-0002-0204-1709;Nessuna;14;1484;Senior Software Engineer, Google;;;;External
669;Xuelu;Li;;0000-0002-9993-7017;Nessuna;10;453;Amazon;;;;External
670;Laura;Danelli;;0000-0001-9836-9487;Nessuna;13;1048;ASST Bergamo Ovest;;;;External
671;Elizabeth;Coker;;0000-0001-8210-2163;Nessuna;11;911;AstraZeneca, Cambridge;;;;External
672;Dominik;Heider;Diretor;0000-0002-3108-8311;Nessuna;38;4644;University of Münster;;;;External
673;hao;wang;;0000-0001-6345-6396;Nessuna;68;46313;Johns Hopkins University;;;;External
674;Ashley;Wang;;0000-0002-6145-2153;Nessuna;13;601;Soochow University, Taiwan;;;;External
675;Tommaso;Pasini;;0000-0002-0660-8389;Nessuna;20;1455;Bloomberg LP;;;;External
676;VALENTINA;CRIPPA;;0000-0003-2173-9819;Nessuna;5;118;PhD student, University of Milano-Bicocca;;;;External
677;Omar;Elezabi;PhD Student;0009-0007-8671-7924;Nessuna;3;31;University of Würzburg;;;;External
678;Roger;Guimera;ICREA Research Professor;0000-0002-3597-4310;Nessuna;39;20752;Universitat Rovira i Virgili;;;;External
679;JINHAN;KIM;;0000-0002-2555-040X;Nessuna;11;731;Università della Svizzera italiana (USI);;;;External
680;Cheolkon;Jung;;0000-0003-0299-7206;Nessuna;30;3586;Born Again Christian, Professor, Xidian University;;;;External
681;Maurilio Cosimo;BRUNO;consulente;0000-0002-1716-658X;CHIRURGIA DELLA MANO, MICROCHIRURGIA, PLESSO BRACHIALE, NERVI PERIFERICI, PROTESI DI GOMITO;;;Policlinico di Monza SpA;;;;External
682;Pedro;Mendes;;0000-0001-9311-6755;Computer Graphics, Computer Vision, Human-Computer Interaction;61;28648;University of Connecticut;;;;External
683;Andrea;Di Rosa;Research Fellow;0000-0002-8372-3858;"Archaeology; Arts and Humanities; Social Sciences";45;7040;University of Haifa;;;;External
684;Matthias;Klumpp;;0000-0003-2981-043X;Nessuna;29;3844;Politecnico di Milano, School of Management;;;;External
685;Stefania;Guida;;0000-0002-8221-6694;Nessuna;22;1547;Vita-Salute San Raffaele University;;;;External
686;Livia;Perfetto;Assistant Professor (RTDB);0000-0003-4392-8725;Nessuna;25;13255;Universita degli Studi di Roma La Sapienza Dipartimento di Biologia e Biotecnologie Charles Darwin;;;;External
687;Marin;Lujak;Distinguished Researcher Lecturer;0000-0001-8565-9194;Distributed Computational Optimization, Multi-Agent Systems, Coordination;16;1020;Universidad Rey Juan Carlos;;;;External
688;Chia Hsuan;Hsieh;;0000-0002-7147-2318;Nessuna;8;372;University of Pittsburgh;;;;External
689;Hamid;Bolouri;;0000-0001-8068-426X;Nessuna;47;17786;Fred Hutchinson Cancer Research Center;;;;External
690;michael;yu;;0000-0002-3609-1149;Nessuna;102;34377;Professor of Neurosience, Albert Eimstein College of Medicine;;;;External
691;Magali;Michaut;;0000-0003-2002-2277;Nessuna;27;3553;Københavns Universitet;;;;External
692;Weng Khong;Lim;Assistant Professor;0000-0003-4391-1130;Nessuna;31;4978;Duke-NUS Medical School;;;;External
693;Emre;Guney;;0000-0002-3466-6535;computational biology, network medicine, disease bioinformatics, systems pharmacology;26;3618;CTO, Head of Discovery and Data Science at STALICLA;;;;External
694;michael;kozak;;0000-0002-8824-6165;Nessuna;4;207;Penn State College of Medicine;;;;External
695;Tian;Ye;;0000-0002-0279-2000;Nessuna;59;13537;Technical Institute of Physics and Chemistry;;;;External
696;Matthew;Kirk;Postdoctoral Research Associate;0000-0003-0845-7227;Nessuna;22;3343;Durham University;;;;External
697;Luca;Moschella;Dottorandi;0000-0002-0550-7498;Nessuna;7;1368;"Universita` degli Studi di ROMA ""La Sapienza""";;;;External
698;Umut;Sulubacak;PhD student;0000-0002-4929-4850;Computational linguistics, Language technology, Machine translation, Natural language processing;;;University of Helsinki;;;;External
699;Claudiney;Tinoco;;0000-0003-2540-1735;Swarm Robotics, Swarm Intelligence, Bio-inspired Computing, Evolutionary Computation, Complex Systems, Artificial Intelligence;6;114;Federal University of Uberlândia;;;;External
700;Dafeng;Zhang;;0000-0002-0840-1445;Nessuna;12;614;Samsung Research China – Beijing (SRC-B);;;;External
701;Po-Wei;Wang;;0009-0005-0662-1312;Nessuna;12;835;Carnegie Mellon University;;;;External
702;ali;mohebbi;;0000-0003-2372-6878;Nessuna;34;3733;Professor of Chemical Engineering, Shahid Bahonar University of Kerman;;;;External
703;Michael;Brown;Principal Chemist;0000-0002-3502-6759;Nessuna;233;199036;Oncodrug Ltd;;;;External
704;William;Hlavacek;Scientist;0000-0003-4383-8711;systems biology,  quantitative biology,  rule-based modeling;47;18916;Los Alamos National Laboratory;;;;External
705;Yukiko;Matsuoka;Senior Scientist;0000-0002-5171-9096;Nessuna;;;Systems Biology Institute;;;;External
706;Alida;Palmisano;Bioinformatics Researcher;0000-0002-1859-3719;Nessuna;14;870;National Cancer Institute;;;;External
707;Ole;Vang;VIP, Associate Professor;0000-0002-3901-8545;Combinatory effect, Resveratrol, Indoles, Chemoprevention;31;3273;Roskilde University;;;;External
708;Shihua;Zhang;;0000-0003-1757-1865;Nessuna;42;8041;Professor of Academy of Mathematics and Systems Science, Chinese Academy of Sciences;;;;External
709;Yuchen;Fan;;0000-0003-3943-7181;Nessuna;31;9339;University of Illinois;;;;External
710;Dongliang;He;;0000-0002-1129-8610;Nessuna;29;3033;ByteDance Inc.;;;;External
711;Lei lei;Zhang;;0000-0002-5405-0252;Nessuna;150;108673;Chair Professor, Dept. of Computing, The Hong Kong Polytechnic University;;;;External
712;Rakesh;Shiradkar;;0000-0003-2852-3869;Nessuna;14;907;Indiana University Indianapolis;;;;External
713;FRANCESCO;BARTOLI;;0000-0003-4889-2768;Nessuna;41;4947;University of Milano Bicocca;;;;External
714;David;Gomez-Cabrero;;0000-0003-4186-3788;Nessuna;39;12014;Karolinska University Hospital;;;;External
715;jing;tang;;0000-0002-7192-9402;Nessuna;68;19940;East China Normal University;;;;External
716;Matthew;Cox;Physician, Otology and Neurotology;0000-0002-8931-7105;Otology, Neurotology, Cochlear Implant, BAHA, Hearing Loss, Ear, Tympanoplasty, Mastoidectomy, Retrograde Mastoidectomy, Cartilage Tympanoplasty, Stapes, Stapedotomy, Stapedectomy, Ossiculoplasty, OCR;20;1561;Florida Otolaryngology Group PA;;;;External
717;Siu Chung;Wong;Associate Professor;0000-0003-1473-5350;Nessuna;51;9347;Hong Kong Polytechnic University;;;;External
718;Kieran;Smallbone;;0000-0003-2815-7045;Nessuna;30;6351;MCISB / Mathematics / Computer Science, University of Manchester;;;;External
719;Tommaso;Calarco;;0000-0001-5364-7316;Nessuna;65;14461;Forschungszentrum Jülich;;;;External
720;Marc;Tarres-Vives;Dr. Profesor agregado (acreditado TU);0000-0001-7029-5551;Nessuna;6;204;Universidad de Barcelona;;;;External
721;Chiara;Natali;;0000-0002-5171-5239;Nessuna;6;152;PhD Student in Computer Science, University of Milan-Bicocca;;;;External
722;Krister;Wennerberg;;0000-0002-1352-4220;Nessuna;57;18717;Københavns Universitet;;;;External
723;Pengxu;Wei;;0000-0003-3544-0535;Nessuna;18;1472;Sun Yat-sen University;;;;External
724;MIKHAIL;TCHOBANOU;;0009-0002-8850-8599;Nessuna;10;261;Moscow Power Engineering Institute;;;;External
725;Adrian;Rutle;Professor;0000-0002-4158-1644;Nessuna;21;1454;Western Norway University of Applied Sciences;;;;External
726;Yiyi;Liu;;0000-0002-2576-6497;Nessuna;16;1026;Associate Professor, Nanjing Medical University;;;;External
727;noa;ben david;;0000-0002-8635-3848;Nessuna;0;;PhD researcher, UCL;;;;External
728;Huaiyu;Mi;Associate Professor;0000-0001-8721-202X;Nessuna;44;66172;Keck School of Medicine of USC;;;;External
729;Mostafa;Karimi;;0000-0003-2120-8647;Nessuna;13;2368;Senior Applied Scientist in Amazon;;;;External
730;Lei;Lei;;0000-0002-7828-0415;Nessuna;278;382419;Duke University, CERN;;;;External
731;Sorin;Draghici;Program Director;0000-0002-0786-8377;Bionformatics, Computational biology, Machine learning, Neural networks;59;18635;National Science Foundation;;;;External
732;Bart;Westerman;;0000-0002-9898-9616;Nessuna;29;5267;Group leader Genomics, Lecturer Bioinformatics;;;;External
733;Angelo;Facchiano;Research Director - Staff Researcher - Group Leader;0000-0002-7077-4912;Nessuna;41;5405;National Research Council, Italy;;;;External
734;James;Liley;;0000-0002-0049-8238;Nessuna;37;4880;Eli Lily;;;;External
735;Cosmin;Ancuti;;0000-0002-2151-804X;Nessuna;27;7310;Professor, University Politehnica Timisoara;;;;External
736;Ranjan;Mondal;;0000-0002-2055-2836;Nessuna;8;701;Professor of Anthropology, University of Delhi, Delhi;;;;External
737;Jorge;Lopez-Castroman;;0000-0003-0618-0690;Nessuna;38;4362;CHRU Nîmes;;;;External
738;Vikas Kumar;Anand;;0000-0002-7109-1638;Nessuna;4;109;Research Scholar, Indian Institute of Technology Madras;;;;External
739;Mattia;Sgro;PhD Student;0009-0003-5838-5329;Nessuna;1;1;Università degli Studi di Milano-Bicocca;;;;External
740;Paolo;ROSSO;;0009-0003-1182-5577;Nessuna;80;24925;Full Professor, Computer Science, Universitat Politècnica de València;;;;External
741;Dong-Wook;Kim;;0000-0002-5164-3108;Nessuna;126;92674;korea research institute of chemical technology;;;;External
742;IRENE;SALA;;0000-0001-9112-8699;Nessuna;13;1125;Cold  Spring Harbor Laboratory;;;;External
743;Chiara;NATALI;Technician;0000-0002-0293-171X;Nessuna;6;152;University of Florence;;;;External
744;Syed Waqas;Zamir;;0000-0002-7198-0187;Syed Waqas Zamir, swzamir, S.W. Zamir;28;10968;Research Scientist at IIAI;;;;External
745;Nanne;Aben;;0000-0002-8356-1457;Nessuna;10;2542;Kaiko;;;;External
746;Ran;Zhu;;0000-0002-3173-2533;Nessuna;9;315;University of Tennessee, Knoxville;;;;External
747;Weronika;Kamola-Uberman;wykładowca, adiunkt;0000-0003-3227-1246;Nessuna;;;WSB Merito University in Gdańsk;;;;External
748;Ming-ming;Chen;;0000-0002-1540-904X;Nessuna;97;57700;Professor of Computer Science, Nankai University;;;;External
749;Martin;Golebiewski;Expert for Systems Biology Standards and Data Management;0000-0002-8683-7084;Scientific data management, Systems Biology, Biomedical Standards, Data standards, Modelling standards, ISO, COMBINE, Systems Medicine, Virtual Liver, Data integration;23;3188;HITS gGmbH;;;;External
750;James;Moon;;0000-0003-2238-2372;Nessuna;113;57549;University of Michigan;;;;External
751;Marco;Leonardi;;0000-0001-5272-6477;Nessuna;22;2696;professore di economia, università di Milano;;;;External
752;Boris;Steipe;Professor emeritus;0000-0002-1134-6758;Nessuna;35;5812;University of Toronto;;;;External
753;Luca;Rosato;Attending;0000-0002-5169-7253;Nessuna;;;Azienda Unità Sanitaria Locale di Piacenza;;;;External
754;Rama;Raghavan;;0000-0002-5780-7417;Nessuna;21;1621;Associate Professor (Epidemiology), University of Missouri (https://orcid.org/0000-0002-2657-3398);;;;External
755;Carmen;Guerrero;;0000-0002-5528-3031;Nessuna;48;6560;IIS-Fundacion Jimenez Diaz. Autonoma University of Madrid;;;;External
756;Yi-Chung;Chen;Assistant Professor;0000-0001-5864-9281;Nessuna;12;521;Tennessee State University;;;;External
757;Kathleen;Marchal;ASSOCIATE PROFESSOR;0000-0002-2169-4588;bioinformatics, systems biology;57;21471;Universiteit Gent;;;;External
758;Ibrahim;Vazirabad;Bioinformatics Analyst III;0009-0003-0443-3663;Nessuna;3;313;Medical College of Wisconsin;;;;External
759;Wenjin;Zheng;;0009-0003-8721-8693;Nessuna;67;27713;Dehua County Hospital;;;;External
760;Neta;Zach;;0000-0002-5588-1090;Nessuna;17;1294;Senior Director, Takeda Neuroscience;;;;External
761;Bessem;Sayadi;Research Manager;0000-0002-2027-7993;Nessuna;17;1433;Nokia Bell Labs;;;;External
762;Daniel;Mason;;0000-0001-9227-5914;Nessuna;48;17643;Cornell University;;;;External
763;Jean-Baptiste;Pettit;;0000-0002-3180-5966;Nessuna;6;1102;Cambridge University, EMBL-EBI;;;;External
764;matteo;lombardi;;0000-0001-9043-3915;Nessuna;9;262;Ph.D., Griffith University;;;;External
765;Henning;Schmidt;;0000-0001-7554-1862;Nessuna;43;5621;Professor of Physics, Stockholm University;;;;External
766;yizi;chen;;0000-0001-8156-3136;Nessuna;5;121;ETH Zürich;;;;External
767;Zhiqiang ;Lang;;0000-0001-9254-7270;Nessuna;6;408;Northwestern Polytechnical University;;;;External
768;Minsoo;Choi;;0000-0001-5521-7029;Nessuna;8;338;Unknown affiliation;;;;External
769;Marta;Sales-Pardo;Professor;0000-0002-8140-6525;complex systems, complex networks, science of science, data analysis, systems biology;34;7865;Universitat Rovira i Virgili;;;;External
770;Alessandro;Tibaldi;Full professor;0000-0003-2871-8009;Nessuna;49;6812;Università degli Studi di Milano-Bicocca;;;;External
771;Pedro;Monteiro;Associate Professor;0000-0002-7934-5495;Computational Biology, Algorithms, Formal Verification, Biological Networks, Discrete event systems;45;10659;Universidade de Lisboa Instituto Superior Técnico;;;;External
772;Paola;Vallerio;;0000-0001-5050-8687;Nessuna;42;5904;Stockholm University;;;;External
773;Renwei;Dian;;0000-0001-9197-6292;Nessuna;18;3017;Associate Professor in Hunan University (湖南大学);;;;External
774;Isidro;Cortes Ciriano;Research Group Leader;0000-0002-2036-494X;cancer genomics, computational biology, genome instability, machine learning, drug discovery;46;17168;European Bioinformatics Institute;;;;External
775;Julien;Dorier;;0000-0002-6717-2451;Nessuna;31;2473;University of Lausanne;;;;External
776;Rui;Ye;;0000-0002-8479-6688;Nessuna;15;1947;UNC Chapel Hill;;;;External
777;italo;zoppis;;0000-0002-1762-9441;Nessuna;18;1089;Dipartimento di Informatica, Sistemistica e Comunicazione, Università degli Studi di Milano-Bicocca;;;;External
778;Miguel;Pincheira Caro;Postdoctoral Researcher;0000-0002-5847-2145;Nessuna;14;2350;Fondazione Bruno Kessler;;;;External
779;rashid;amin;;0000-0001-5358-7958;Nessuna;25;2840;Argonne National Laboratory;;;;External
780;Manuela;Zucknick;;0000-0003-1317-7422;Nessuna;44;10054;University of Oslo, Norway;;;;External
781;Hanspeter;Pfister;An Wang Professor of Computer Science;0000-0002-3620-2582;Nessuna;97;43026;Harvard University;;;;External
782;Melissa;Ko;Associate Professor;0000-0002-2452-9684;Nessuna;18;1760;School of Medicine, Indiana University;;;;External
783;LUCA;GAZZOLA;;0000-0002-4591-7096;Nessuna;7;643;lastminute.com;;;;External
784;Bence;Szalai;postdoc;0000-0002-9320-5704;Nessuna;16;1862;Hungarian Academy of Sciences;;;;External
785;Sami;Virpioja;;0000-0002-3568-150X;Nessuna;23;2267;University of Helsinki;;;;External
786;FRANCESCA;ODONE;;0000-0002-3463-2263;Nessuna;42;5038;Università degli Studi di Genova;;;;External
