Unnamed: 0,Given Name,Family Name,Role,ORCID ID,Keywords,H Index,Citations,Organization,Past Institutions,Department Code,Specific Field,Internal,openalex_id_institution
498,Aarne,Talman,,0000-0002-3573-5993,Nessuna,7,264,University of Helsinki,,,,External,https://openalex.org/I133731052
499,Sunhee,Hwang,,0000-0002-2501-9563,Nessuna,11,581,Dongyang Mirae University,,,,External,https://openalex.org/I106601093
500,Gaetano,Chiriaco,AI Applied Research,0009-0004-8580-8806,Nessuna,,,LINKS Foundation,,,,External,https://openalex.org/I4210155299
501,John,Wagner,,0000-0002-7156-6621,Nessuna,114,52120,University of Minnesota,,,,External,https://openalex.org/I130238516
502,Daniel,Rotroff,Assistant Staff,0000-0003-0553-3220,Nessuna,36,6911,Cleveland Clinic,,,,External,https://openalex.org/I1316902750
503,shile,zhang,,0000-0003-0491-7396,Nessuna,22,9873,Guardant Health,,,,External,
504,xiaochen,wang,,0000-0002-5665-0235,Nessuna,24,2135,Shaanxi Green Wiser Environmental Protection Technology Company Limited,,,,External,
505,Marcos V,Conde,PhD Researcher,0000-0002-5823-4964,"AI, Neural Networks, Computer Vision, Computational Photography, Image Processing, Deep Learning",17,991,Julius-Maximilians-Universität Würzburg,,,,External,
506,Roberto,Avogadro,,0000-0001-8074-7793,Nessuna,8,146,SINTEF,,,,External,https://openalex.org/I173888879
508,xianming,liu,,0000-0002-8402-619X,Nessuna,17,2236,XPeng Inc,,,,External,
509,Lei Lei,Xie,,0000-0001-7558-9225,Nessuna,52,11506,Northwestern Polytechnical University,,,,External,https://openalex.org/I17145004
511,Anna,Carobene,,0000-0003-0147-9378,Nessuna,31,3287,IRCC San Raffaele Hospital,,,,External,
512,Liangpei,Zhang,,0000-0001-6890-3650,Nessuna,141,79636,Wuhan University,,,,External,https://openalex.org/I37461747
513,Daniele,Vigo,,0000-0002-0785-1583,Nessuna,69,27496,Cambrex Profarmaco Milano,,,,External,
514,GIOVANNI PAOLO,GIBILISCO,,0000-0002-7350-6593,Nessuna,8,225,Politecnico di Milano,,,,External,https://openalex.org/I93860229
517,Lorenzo,Olearo,,0009-0000-7290-3549,Nessuna,1,1,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
518,Francesco,Musumeci,,0000-0002-3617-5916,Nessuna,28,3543,Politecnico di Milano,,,,External,https://openalex.org/I93860229
519,Mahmoud,ElHefnawi,Professor,0000-0003-3896-6911,Nessuna,26,2253,National Research Centre,,,,External,https://openalex.org/I4210131959
520,Chad,Allen,,0009-0004-9571-1557,Nessuna,8,312,Clemson,,,,External,https://openalex.org/I8078737
521,Nakyung,Lee,,0000-0001-5048-1816,Nessuna,10,596,Honam National Institute of Biological Resources (HNIBR),,,,External,
522,Piero,Dalle Pezze,Senior Bioinformatics Software Engineer,0000-0003-1695-6763,Nessuna,10,983,Congenica Ltd,,,,External,
523,Giovanni Andrea,La Maida,MD,0000-0001-5360-1262,Nessuna,11,589,Istituto Ortopedico Gaetano Pini,,,,External,https://openalex.org/I4210113750
524,Carmelo,Messina,Assistant Professor - RTDA,0000-0001-7518-5773,Nessuna,42,5332,Università degli Studi di Milano,,,,External,https://openalex.org/I189158943
526,PATRIZIA,STECA,,0000-0002-1373-5802,Nessuna,47,13902,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
527,Zhexin,Liang,,0009-0000-0488-5684,Computer Vision,4,240,Nanyang Technological University,,,,External,https://openalex.org/I172675005
528,Giovanni,Di Veroli,,0000-0002-5251-8181,Nessuna,11,1549,University of Cambridge,,,,External,https://openalex.org/I241749
529,Chang-Chang,Chen,Assistant research fellow,0000-0002-0484-6631,Nessuna,35,3584,National Research Institute of Chinese Medicine,,,,External,https://openalex.org/I4210094085
530,Lijun,Cheng,,0000-0003-1063-4157,Nessuna,31,6189,University of Colorado,,,,External,https://openalex.org/I188538660
532,SHUYI,ZHAO,Lecturer,0009-0002-9557-2329,Nessuna,12,661,Northeastern University,,,,External,https://openalex.org/I12912129
533,Sylvia,Plevritis,,0000-0003-2796-9180,Nessuna,66,25098,Stanford University,,,,External,https://openalex.org/I97018004
535,Marco Antonio,Camillo de Carvalho,Professor Adjunto,0000-0003-4966-1013,Nessuna,22,1795,Universidade do Estado de Mato Grosso,,,,External,https://openalex.org/I3017928408
536,Francesco,De Pellegrini,Professeur des Univesites,0000-0002-1370-9401,Nessuna,30,8697,University of Avignon,,,,External,
537,huaqin,he,,0000-0002-1535-0092,Nessuna,5,90,Southern University of Science and Technology,,,,External,https://openalex.org/I3045169105
538,yifan,ding,,0000-0002-0088-0269,Nessuna,13,874,Soochow University,,,,External,https://openalex.org/I3923682
539,RICHARD,COLLINS,,0000-0002-1961-8199,Nessuna,45,8351,University of Colorado Boulder,,,,External,https://openalex.org/I188538660
540,Albert,Kooistra,Associate Professor,0000-0001-5514-6021,Nessuna,32,3928,University of Copenhagen,,,,External,https://openalex.org/I124055696
541,Leonidas,Guibas,,0000-0002-8315-4886,Nessuna,153,145970,Stanford University,,,,External,https://openalex.org/I97018004
542,William,Denney,Chief Scientist,0000-0002-5759-428X,Nessuna,110,43163,Human Predictions,,,,External,
543,Sanchayan,Santra,,0000-0002-5770-8611,Nessuna,9,538,Osaka University,,,,External,https://openalex.org/I98285908
544,chiara,damiani,Responsible,0000-0002-2460-8892,#museumeducation #socialinclusion #culturalmediation,20,1142,Stazione Utopia,,,,External,
545,Georgi,Kanev,Sr Computational Research Scientist,0000-0002-9284-0802,Nessuna,6,874,St. Jude Children's Research Hospital,,,,External,https://openalex.org/I1313298211
546,Michel,Dumontier,Distinguished Professor,0000-0003-4727-9435,"data science, biomedical informatics, drug discovery, semantic web, ontology, intelligent systems, k",60,27224,Maastricht University,,,,External,https://openalex.org/I34352273
547,Roman,Schulte-Sasse,Senior Machine Learning Engineer,0000-0003-0374-4550,Nessuna,3,236,AIgnostics,,,,External,
548,Liang,Lin,,0000-0003-3046-9814,Nessuna,99,37310,SYSU,,,,External,https://openalex.org/I4210129003
549,Fabio,Stella,Chercheur associé,0000-0001-7964-2492,Nessuna,31,3664,Université de Franche-Comté,,,,External,https://openalex.org/I90843659
550,Friederike,Ehrhart,Assistent Professor (tenured),0000-0002-7770-620X,"rare diseases, systems biology, bioinformatics, pathway and network analysis, omics data analysis, tissue engineering, neurological diseases, cell culture, tissue engineering, GMP, nanomaterials",24,3586,Maastricht University,,,,External,https://openalex.org/I34352273
551,Kwang hyun,Cho,,0000-0002-1920-7883,Nessuna,61,10623,Korea Advanced Institute of Science and Technology,,,,External,https://openalex.org/I157485424
552,Jose,Caballero caballero ,,0009-0008-0384-9372,Nessuna,29,28801,Shift Lab,,,,External,
553,Anna,Goldenberg,Senior Scientist,0000-0002-2416-833X,Nessuna,43,14896,The Hospital for Sick Children,,,,External,
554,Shuai ,Liu,,0000-0002-1841-2615,Nessuna,116,81964,Nanyang Technological University,,,,External,https://openalex.org/I172675005
555,Jaesub,Park,,0000-0003-2597-2204,Nessuna,2,10,Cambridge University,,,,External,https://openalex.org/I241749
556,Xinbo,Gao,,0000-0003-3774-994X,Nessuna,94,42714,Xidian University,,,,External,https://openalex.org/I149594827
557,Yiyu,Yao,postgraduate,0009-0006-5374-7214,Nessuna,100,40977,Jiangnan University,,,,External,https://openalex.org/I111599522
558,Adam,Godzik,Professor,0000-0002-2425-852X,Nessuna,99,57948,University of California Riverside School of Medicine,,,,External,
559,Hiroaki,Kitano,Professor,0000-0002-3589-1953,Nessuna,91,57089,Okinawa Institute of Science and Technology Graduate University,,,,External,https://openalex.org/I142637625
560,Stefania,Bandini,,0000-0002-2942-1605,Nessuna,35,4751,University of Milano-Biocca,,,,External,https://openalex.org/I66752286
562,CARLO,GAMBACORTI PASSERINI,Full Professor of Hematology,0000-0001-6058-515X,CML TKI ALK+ Lymphoma aCML NGS,87,40263,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
563,Gunel,Jahangirova,,0000-0002-1423-1083,Nessuna,13,1065,King's College London,,,,External,https://openalex.org/I183935753
564,ALVARO,LUQUE ARAPA,DOCENTE,0000-0002-6639-5661,Nessuna,,,Universidad Andina Nestor Caceres Velasquez,,,,External,
566,Yuzhi,Wang,,0000-0001-6962-6659,Nessuna,11,2991,Megvii Inc.,,,,External,
567,Michael,Schubert,,0000-0001-7142-9443,Nessuna,47,12342,Johns Hopkins University,,,,External,https://openalex.org/I145311948
569,Janelle,Noel-MacDonnell,,0000-0002-8171-6056,Nessuna,16,674,Children's Mercy Hospital,,,,External,https://openalex.org/I1328594524
570,Shengfeng,Luo,,0000-0002-9876-4521,Nessuna,2,33,Southern University of Science and Technology,,,,External,https://openalex.org/I3045169105
571,Marta R.,Hidalgo,,0000-0002-5801-7804,Nessuna,16,1010,University of Valencia,,,,External,
572,Yuelong,Guo,,0000-0003-1287-1906,Nessuna,18,1431,Grifols (United States),,,,External,https://openalex.org/I4210157443
573,Luca,Cosmo,,0000-0001-7729-4666,Nessuna,20,1616,Ca' Foscari University of Venice,,,,External,https://openalex.org/I149461666
574,tramy,nguyen,,0000-0002-8035-0259,Nessuna,15,882,Raytheon BBN Technologies,,,,External,
575,Vladimir,Bajic,"Professor, Applied Mathematics and Computational Science; Director, Computational Bioscience Research Center",0000-0001-5435-4750," AI/machine learning/deep learning, text- & data- & knowledge-mining, information integration,  bioinformatics, drug repositioning, diagnostic & screening & prognostic biomarkers, function inference of transcripts and proteins, metagenomics, transcriptomics, regulation",1,37,King Abdullah University of Science and Technology,,,,External,https://openalex.org/I71920554
576,Cuong,Dang,,0000-0001-6183-4082,"Photonics, Nanophotonics, Optoelectronics, LED, Laser",40,5059,Nanyang Technological University,,,,External,https://openalex.org/I172675005
577,Alberto,Calderone,,0000-0003-0876-1595,Computer Science,39,6654,Independent Researcher,,,,External,
578,Lei,Tang,,0009-0009-6363-9569,Nessuna,38,11304,Central South University,,,,External,https://openalex.org/I139660479
579,Petra,Murinová,,0009-0000-4204-3955,Nessuna,10,500,University of Ostrava,,,,External,https://openalex.org/I187293425
580,Tatsuhiko,Tsunoda,Professor,0000-0002-5439-7918,Nessuna,128,79768,The University of Tokyo,,,,External,https://openalex.org/I74801974
581,Kuldeep,Purohit,Postdoctoral Research Associate,0000-0002-6709-1627,Nessuna,22,1785,Michigan State University,,,,External,https://openalex.org/I87216513
582,Daeseon,Choi,,0000-0002-1438-0265,Nessuna,20,1608,Kongju National University,,,,External,https://openalex.org/I206597221
583,Martina,Kutmon,Assistant Professor,0000-0002-7699-8191,"Pathway analysis, Network Biology, WikiPathways, PathVisio, Cytocape, CyTargetLinker, Systems Biology, Bioinformatics",26,5889,Maastricht University,,,,External,https://openalex.org/I34352273
584,Albert A.,Antolin,Principal Investigator,0000-0002-1634-9034,Nessuna,18,1717,Institut d'Investigació Biomédica de Bellvitge,,,,External,https://openalex.org/I4210087039
585,Yasi,Wang,,0000-0002-1179-3304,Nessuna,4,1205,Samsung Research,,,,External,
586,Michela,Seghezzi,,0000-0003-4937-9683,Nessuna,22,1522,Unknown affiliation,,,,External,
587,oscar,cornejo,,0000-0002-8383-3504,Nessuna,4,66,Departamento de Ingeniería Industrial UCSC,,,,External,https://openalex.org/I172787465
588,Hiroaki,Kitano,,0009-0003-7847-7714,Nessuna,91,57089,Okinawa Institute of Science and Technology,,,,External,https://openalex.org/I142637625
589,Yoon Keun,Kwak,Professor,0000-0003-4648-4648,Nessuna,,,Kumoh National Institute of Technology,,,,External,https://openalex.org/I113409471
590,Pasura,Aungkulanon,,0000-0002-7600-9752,Nessuna,10,446,King Mongkut's University of Technology North Bangkok,,,,External,https://openalex.org/I82828225
591,Dmitry,Nikolaev,,0000-0002-0151-4850,Nessuna,24,2900,Head of the Lab at Institute for Information Transmission Problems RAS,,,,External,
593,Wolfram,Liebermeister,,0000-0002-2568-2381,Systems biology,39,10696,INRAE Centre de Jouy-en-Josas,,,,External,
594,Jonathan,Karr,Fellow,0000-0002-2605-5080,"systems biology, translational medicine, computational biology, modeling",92,39714,Icahn School of Medicine at Mount Sinai,,,,External,https://openalex.org/I98704320
595,Martin,Meier-Schellersheim,Senior Investigator / Section Chief,0000-0002-8754-6377,Nessuna,30,6019,National Institute of Allergy and Infectious Diseases,,,,External,https://openalex.org/I4210134534
596,Sara,Santos,,0000-0002-4833-6959,Nessuna,44,8270,University of Evora,,,,External,https://openalex.org/I21803372
597,Jinying,Huang,,0000-0002-9213-6903,Nessuna,1,1,Ningbo University of Finance and Economics,,,,External,
598,ANNA,FERRARI,,0000-0002-4845-4509,Nessuna,46,7871,HZDR (Helmholtz-Zentrum Dresden-Rossendorf),,,,External,https://openalex.org/I2801798921
601,Alexander,Chatzigeorgiou,,0000-0002-5381-8418,Nessuna,44,7564,University of Macedonia,,,,External,https://openalex.org/I192756129
602,Stuart,SEALFON,,0000-0001-5791-1217,Nessuna,76,21444,Icahn School of Medicine at Mount Sinai,,,,External,https://openalex.org/I98704320
603,I-Hsiang,Chen,,0009-0009-4538-4494,Nessuna,10,607,National Taiwan University,,,,External,https://openalex.org/I16733864
604,Jeremy,Ash,AI/ML Drug Discovery Data Scientist,0000-0002-8041-8524,Nessuna,9,656,Janssen Research and Development,,,,External,
605,ERALDO,PAULESU,Full Professor of Cognitive Neuroscience,0000-0002-9224-754X,Nessuna,61,24114,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
606,Wenwen,Min,Associate Professor,0000-0002-2558-2911,"Deep Learning, Machine Learning, Bioinformatics, AI in Computational Biology",10,596,Yunnan University,,,,External,https://openalex.org/I189210763
607,Hoifung,Poon,,0000-0002-9067-0918,Nessuna,43,12493,Microsoft Health Futures,,,,External,
608,Aziz Ali,Khan,Research Fellow,0009-0003-5682-3129,"Food security, rural livelihoods, medicinal and aromatic plants, degradation, Juniper forests,, indigenous knowledge, social resilience,, Yak, pastoralists, snow leopard, Chitral, Badakhshan, Afghanistan, Pamir region, Tajikistan, environmental degradation, climate change, effects and impacts, adaptation,",24,1711,University of Central Asia Khorog,,,,External,https://openalex.org/I110346614
609,Sven,Sahle,,0000-0002-5458-7404,Nessuna,29,10710,Universität Heidelberg,,,,External,https://openalex.org/I223822909
610,jinhui,Tang,,0009-0005-5807-6467,Nessuna,85,29098,Nanjing University of Science and Technology,,,,External,https://openalex.org/I36399199
611,Fahad Shahbaz,khan,Biträdande universitetslektor,0000-0002-4263-3143,Nessuna,101,50833,Linkopings universitet,,,,External,https://openalex.org/I102134673
612,Claus,Koestler,,0000-0002-3348-6380,Nessuna,9,322,University College Cork,,,,External,https://openalex.org/I27577105
613,Sang-Won,Lee,,0000-0001-7130-2637,Nessuna,26,6270,Seoul National University,,,,External,https://openalex.org/I139264467
614,luca',maria,,0000-0002-5630-7189,Nessuna,77,59372,Università della Svizzera italiana ,,,,External,https://openalex.org/I57201433
615,Pietro,Vinetti,,0000-0003-3713-4283,Nessuna,12,675,MBDA ,,,,External,https://openalex.org/I14197495
616,Georgy,Perevozchikov,Researcher (PhD),0009-0009-7176-6242,Nessuna,2,41,University of Würzburg,,,,External,https://openalex.org/I25974101
617,Gary,Bader,Professor,0000-0003-0185-8861,computational biology,114,89257,University of Toronto,,,,External,https://openalex.org/I185261750
618,Sampada,Malagi,,0009-0000-5444-625X,Nessuna,7,224,KLE Technological University,,,,External,https://openalex.org/I3132975163
619,Richard,Lewis,Research Associate,0000-0002-8246-9181,"music information retrieval, musicology",60,29945,Goldsmiths University of London,,,,External,https://openalex.org/I55521800
620,Donatien,Chedom Fotso,,0000-0003-3028-5150,Nessuna,5,286,University Of Oxford,,,,External,https://openalex.org/I40120149
622,Sylvain,Soliman,,0000-0001-5525-7418,"Computational Biology, Systems Biology, Bioinformatics, Computer Science, Formal Methods, Petri nets",25,2883,Inria Saclay - Île-de-France Research Centre,,,,External,https://openalex.org/I4210101348
623,Kimberley,Hill,,0000-0001-9819-3952,Nessuna,76,37634,Arizona State University,,,,External,https://openalex.org/I55732556
624,Ming-Hsuan,Yang,,0000-0003-4848-2304,Nessuna,162,139310,DeepMind,,,,External,https://openalex.org/I4210090411
625,Raffaele,Giaffreda,,0000-0002-3075-0932,Nessuna,22,3443,Fondazione Bruno Kessler,,,,External,https://openalex.org/I2277624104
626,Florin Alexandru,Vasluianu,PhD Student,0009-0003-2366-8791,Nessuna,12,500,University of Würzburg,,,,External,https://openalex.org/I25974101
627,Junqiang,Dai,,0000-0001-7348-303X,Nessuna,9,500,University of Kansas Medical Center,,,,External,https://openalex.org/I4210128618
628,Frederick,Zhang,,0000-0002-4053-6657,Nessuna,52,11047,Fred Hutchinson Cancer Research Center,,,,External,
629,Hao,Jiang,,0000-0003-3221-6212,Nessuna,87,35973,East China University of Science and Technology,,,,External,https://openalex.org/I143593769
630,Xin,Jin,,0000-0002-1134-6619,Nessuna,42,35687,BGI & SCUT,,,,External,https://openalex.org/I90610280
631,Davide,Brinati,Machine Learning Researcher - Data Scientist,0000-0001-7847-5004,Nessuna,1,403,IRCCS Istituto Ortopedico Galeazzi,,,,External,https://openalex.org/I4210113215
632,NATALIA,JURISTO JUZGADO,,0000-0002-2465-7141,Nessuna,,,Universidad Politécnica de Madrid,,,,External,https://openalex.org/I88060688
633,Yudi,Pawitan,Professor,0000-0003-0324-7052,Nessuna,70,26228,Karolinska Institutet,,,,External,https://openalex.org/I28166907
634,Song song,Wang,,0000-0003-1137-1600,Nessuna,81,17410,Institute of Physics,,,,External,https://openalex.org/I4210159876
635,Haoqiang,Fan,,0000-0002-7398-6873,Nessuna,34,7857,Megvii,,,,External,https://openalex.org/I4401726805
636,Hao-Hsiang,Yang,,0000-0002-9550-779X,Nessuna,18,1284,Google,,,,External,https://openalex.org/I1291425158
637,Jean-Bernard,Salomond,,0000-0002-9818-4316,Nessuna,6,187,Université Paris-Est Créteil,,,,External,https://openalex.org/I197681013
638,pengyue,zhang,,0000-0003-2544-0478,Nessuna,25,3462,Uber,,,,External,https://openalex.org/I2946016260
639,Lei-Lei,Li,,0000-0002-4823-4530,Nessuna,13,632,Xi'an Shiyou University,,,,External,https://openalex.org/I181903023
640,Hyeran,Byun,,0000-0002-3082-3214,Nessuna,35,5725,Yonsei University,,,,External,https://openalex.org/I193775966
641,Sunghwan,Cho,,0000-0001-8569-3114,Nessuna,23,2436,Unknown affiliation,,,,External,
642,Allen,Kim,,0000-0002-7995-520X,Nessuna,16,14372,Allen Institute for Brain Science,,,,External,https://openalex.org/I1314596251
643,Melaine A,Kuenemann,Postdoctoral Research Associate,0000-0001-5317-2111,Nessuna,,,North Carolina State University,,,,External,https://openalex.org/I137902535
645,kiseong,kim,,0000-0001-7099-0394,Nessuna,3,210,namsang dental clinic,,,,External,
646,barış,özcan,M.D. / general surgeon / surgical oncology,0000-0002-5394-7324,Nessuna,8,248,Medstar Antalya Hospital,,,,External,
647,Wenyi,Tang,,0000-0002-4725-9963,Nessuna,7,156,Sichuan University,,,,External,https://openalex.org/I24185976
648,Marina Jeaneth,Machicao Justo,Pósdoutorado,0000-0002-1202-0194,"Deep Learning, Data Science, Big Data, Complex Networks, Network Automata",,,Universidade de São Paulo Escola Politécnica,,,,External,
649,Joshua,Knight,Research Staff Member,0000-0003-0998-7561,Nessuna,7,401,IBM Research Center,,,,External,https://openalex.org/I4210114115
651,PAOLO,LAGO,,0000-0002-5077-7518,Nessuna,41,5782,Universidade de São Paulo,,,,External,https://openalex.org/I17974374
652,Songhyun,Yu,,0000-0003-0725-9202,Nessuna,8,603,Hanyang University,,,,External,https://openalex.org/I4575257
653,Filio,Billia,,0000-0002-2824-1215,Nessuna,37,6997,University of Toronto,,,,External,https://openalex.org/I185261750
654,Tanvir,Alam,eExam Supervisor,0000-0002-8799-4495,"Waste-to-Energy,Biomass and Bioenergy, Gasification, Combustion, Ash Slagging,  Waste Management",28,3825,Monash  University,,,,External,https://openalex.org/I56590836
655,Alice,Gualerzi,,0000-0003-2996-5714,"extracellular vesicles, regenerative medicine, Raman spectroscopy, neurological disorders, human anatomy, histology, stroke, rehabilitation",24,12012,Fondazione Don Carlo Gnocchi,,,,External,
656,Mingwei,Zhang,,0000-0002-0204-1709,Nessuna,14,1484,Google,,,,External,https://openalex.org/I1291425158
657,Xuelu,Li,,0000-0002-9993-7017,Nessuna,10,453,Amazon,,,,External,https://openalex.org/I1311688040
658,Laura,Danelli,,0000-0001-9836-9487,Nessuna,13,1048,ASST Bergamo Ovest,,,,External,
659,Elizabeth,Coker,,0000-0001-8210-2163,Nessuna,11,911,Cambridge,,,,External,https://openalex.org/I241749
660,Dominik,Heider,Diretor,0000-0002-3108-8311,Nessuna,38,4644,University of Münster,,,,External,https://openalex.org/I22465464
661,hao,wang,,0000-0001-6345-6396,Nessuna,68,46313,Johns Hopkins University,,,,External,https://openalex.org/I145311948
662,Ashley,Wang,,0000-0002-6145-2153,Nessuna,13,601,"Soochow University, Taiwan",,,,External,https://openalex.org/I3923682
663,Tommaso,Pasini,,0000-0002-0660-8389,Nessuna,20,1455,Bloomberg LP,,,,External,
664,VALENTINA,CRIPPA,,0000-0003-2173-9819,Nessuna,5,118,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
665,Omar,Elezabi,PhD Student,0009-0007-8671-7924,Nessuna,3,31,University of Würzburg,,,,External,https://openalex.org/I25974101
666,Roger,Guimera,ICREA Research Professor,0000-0002-3597-4310,Nessuna,39,20752,Universitat Rovira i Virgili,,,,External,
667,JINHAN,KIM,,0000-0002-2555-040X,Nessuna,11,731,Università della Svizzera italiana ,,,,External,https://openalex.org/I57201433
668,Cheolkon,Jung,,0000-0003-0299-7206,Nessuna,30,3586,Xidian University,,,,External,https://openalex.org/I149594827
669,Maurilio Cosimo,BRUNO,consulente,0000-0002-1716-658X,"CHIRURGIA DELLA MANO, MICROCHIRURGIA, PLESSO BRACHIALE, NERVI PERIFERICI, PROTESI DI GOMITO",,,Policlinico di Monza SpA,,,,External,
670,Pedro,Mendes,,0000-0001-9311-6755,"Computer Graphics, Computer Vision, Human-Computer Interaction",61,28648,University of Connecticut,,,,External,https://openalex.org/I140172145
671,Andrea,Di Rosa,Research Fellow,0000-0002-8372-3858,Archaeology; Arts and Humanities; Social Sciences,45,7040,University of Haifa,,,,External,https://openalex.org/I91203450
672,Matthias,Klumpp,,0000-0003-2981-043X,Nessuna,29,3844,Politecnico di Milano,,,,External,https://openalex.org/I93860229
673,Stefania,Guida,,0000-0002-8221-6694,Nessuna,22,1547,Vita-Salute San Raffaele University,,,,External,https://openalex.org/I154387261
674,Livia,Perfetto,Assistant Professor (RTDB),0000-0003-4392-8725,Nessuna,25,13255,Sapienza University of Rome,,,,External,https://openalex.org/I861853513
675,Marin,Lujak,Distinguished Researcher Lecturer,0000-0001-8565-9194,"Distributed Computational Optimization, Multi-Agent Systems, Coordination",16,1020,Universidad Rey Juan Carlos,,,,External,https://openalex.org/I182083151
676,Chia Hsuan,Hsieh,,0000-0002-7147-2318,Nessuna,8,372,University of Pittsburgh,,,,External,https://openalex.org/I170201317
677,Hamid,Bolouri,,0000-0001-8068-426X,Nessuna,47,17786,Fred Hutchinson Cancer Research Center,,,,External,
678,michael,yu,,0000-0002-3609-1149,Nessuna,102,34377,Albert Eimstein College of Medicine,,,,External,https://openalex.org/I129975664
679,Magali,Michaut,,0000-0003-2002-2277,Nessuna,27,3553,Københavns Universitet,,,,External,https://openalex.org/I124055696
680,Weng Khong,Lim,Assistant Professor,0000-0003-4391-1130,Nessuna,31,4978,Duke-NUS Medical School,,,,External,https://openalex.org/I4210126319
681,Emre,Guney,,0000-0002-3466-6535,"computational biology, network medicine, disease bioinformatics, systems pharmacology",26,3618,STALICLA,,,,External,
682,michael,kozak,,0000-0002-8824-6165,Nessuna,4,207,Penn State College of Medicine,,,,External,
683,Tian,Ye,,0000-0002-0279-2000,Nessuna,59,13537,Technical Institute of Physics and Chemistry,,,,External,https://openalex.org/I4210140689
684,Matthew,Kirk,Postdoctoral Research Associate,0000-0003-0845-7227,Nessuna,22,3343,Durham University,,,,External,https://openalex.org/I190082696
685,Luca,Moschella,Dottorandi,0000-0002-0550-7498,Nessuna,7,1368,Sapienza University of Rome,,,,External,https://openalex.org/I861853513
686,Umut,Sulubacak,PhD student,0000-0002-4929-4850,"Computational linguistics, Language technology, Machine translation, Natural language processing",,,University of Helsinki,,,,External,https://openalex.org/I133731052
687,Claudiney,Tinoco,,0000-0003-2540-1735,"Swarm Robotics, Swarm Intelligence, Bio-inspired Computing, Evolutionary Computation, Complex Systems, Artificial Intelligence",6,114,Federal University of Uberlândia,,,,External,
688,Dafeng,Zhang,,0000-0002-0840-1445,Nessuna,12,614,Samsung Research,,,,External,
689,Po-Wei,Wang,,0009-0005-0662-1312,Nessuna,12,835,Carnegie Mellon University,,,,External,https://openalex.org/I74973139
690,ali,mohebbi,,0000-0003-2372-6878,Nessuna,34,3733,University of Kerman,,,,External,https://openalex.org/I115566878
691,Michael,Brown,Principal Chemist,0000-0002-3502-6759,Nessuna,233,199036,Oncodrug Ltd,,,,External,
692,William,Hlavacek,Scientist,0000-0003-4383-8711,"systems biology,  quantitative biology,  rule-based modeling",47,18916,Los Alamos National Laboratory,,,,External,https://openalex.org/I1343871089
693,Yukiko,Matsuoka,Senior Scientist,0000-0002-5171-9096,Nessuna,,,Systems Biology Institute,,,,External,https://openalex.org/I4210118579
694,Alida,Palmisano,Bioinformatics Researcher,0000-0002-1859-3719,Nessuna,14,870,National Cancer Institute,,,,External,https://openalex.org/I4210140884
695,Ole,Vang,"VIP, Associate Professor",0000-0002-3901-8545,"Combinatory effect, Resveratrol, Indoles, Chemoprevention",31,3273,Roskilde University,,,,External,https://openalex.org/I107707843
696,Shihua,Zhang,,0000-0003-1757-1865,Nessuna,42,8041,Chinese Academy of Sciences,,,,External,https://openalex.org/I19820366
697,Yuchen,Fan,,0000-0003-3943-7181,Nessuna,31,9339,University of Illinois,,,,External,https://openalex.org/I157725225
698,Dongliang,He,,0000-0002-1129-8610,Nessuna,29,3033,ByteDance Inc.,,,,External,
699,Lei lei,Zhang,,0000-0002-5405-0252,Nessuna,150,108673,Hong Kong University,,,,External,https://openalex.org/I200769079
700,Rakesh,Shiradkar,,0000-0003-2852-3869,Nessuna,14,907,Indiana University Indianapolis,,,,External,https://openalex.org/I55769427
701,FRANCESCO,BARTOLI,,0000-0003-4889-2768,Nessuna,41,4947,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
702,David,Gomez-Cabrero,,0000-0003-4186-3788,Nessuna,39,12014,Karolinska University Hospital,,,,External,https://openalex.org/I1335113835
703,jing,tang,,0000-0002-7192-9402,Nessuna,68,19940,East China Normal University,,,,External,https://openalex.org/I66867065
704,Matthew,Cox,"Physician, Otology and Neurotology",0000-0002-8931-7105,"Otology, Neurotology, Cochlear Implant, BAHA, Hearing Loss, Ear, Tympanoplasty, Mastoidectomy, Retrograde Mastoidectomy, Cartilage Tympanoplasty, Stapes, Stapedotomy, Stapedectomy, Ossiculoplasty, OCR",20,1561,Florida Otolaryngology Group,,,,External,
705,Siu Chung,Wong,Associate Professor,0000-0003-1473-5350,Nessuna,51,9347,Hong Kong University,,,,External,https://openalex.org/I200769079
706,Kieran,Smallbone,,0000-0003-2815-7045,Nessuna,30,6351,University of Manchester,,,,External,https://openalex.org/I28407311
707,Tommaso,Calarco,,0000-0001-5364-7316,Nessuna,65,14461,Forschungszentrum Jülich,,,,External,https://openalex.org/I171892758
708,Marc,Tarres-Vives,Dr. Profesor agregado (acreditado TU),0000-0001-7029-5551,Nessuna,6,204,Universidad de Barcelona,,,,External,https://openalex.org/I4210143574
709,Chiara,Natali,,0000-0002-5171-5239,Nessuna,6,152,University of Milano-Bicocca,,,,External,https://openalex.org/I66752286
710,Krister,Wennerberg,,0000-0002-1352-4220,Nessuna,57,18717,Københavns Universitet,,,,External,https://openalex.org/I124055696
