Doi,Title,Year,Type,Url,Authors,Topic,Subfield,Field,Domain,Cites,Cited_by,Keywords,Abstract
10.18653/v1/2022.bionlp-1.43,DoSSIER at MedVidQA 2022: Text-based Approaches to Medical Video Answer Localization Problem,2022,conference-paper,,"0000-0002-2862-8209, 0000-0003-4420-4147, 0000-0002-6035-2994, 0000-0002-7149-5843, 0000-0002-6080-8170",Visual Question Answering in Images and Videos,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,18,3,"['Benchmark (surveying)', 'Similarity (geometry)', 'Visual Question Answering']",
10.1007/s12351-022-00714-0,Unsupervised consumer intention and sentiment mining from microblogging data as a business intelligence tool,2022,journal-article,,"0000-0002-2862-8209, 0000-0002-3259-614X, 0000-0003-2415-4592",Sentiment Analysis and Opinion Mining,Artificial Intelligence,Computer Science,Physical Sciences,55,6,"['Microblogging', 'Competitor analysis', 'Aspect-based Sentiment Analysis', 'Sentiment Analysis', 'Text Mining', 'Emotion Recognition', 'Opinion Mining', 'Business intelligence', 'Affect (linguistics)', 'Sarcasm']",
10.1007/s10791-021-09393-5,Pseudo relevance feedback optimization,2021,journal-article,,"0000-0002-2862-8209, 0000-0003-2415-4592, 0000-0002-8166-2326",Web Data Extraction and Crawling Techniques,Information Systems,Computer Science,Physical Sciences,49,3,"['Relevance feedback', 'Information Retrieval', 'Relevance (law)', 'Top-k Query Processing', 'Schema Matching', 'Similarity Search', 'Web Data Extraction']",
10.24963/ijcai.2021/593,Recent Trends in Word Sense Disambiguation: A Survey,2021,conference-paper,https://doi.org/10.24963/ijcai.2021/593,"0000-0002-7018-7515, 0000-0001-5647-2822, 0000-0002-0660-8389, 0000-0003-3831-9706",Statistical Machine Translation and Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences,58,87,"['SemEval', 'Strengths and weaknesses', 'Scope (computer science)', 'Word Representation', 'Semantic Processing', 'Word Sense Disambiguation', 'Machine Translation', 'Representation (politics)']",
10.18653/v1/2020.findings-emnlp.49,Fixed Encoder Self-Attention Patterns in Transformer-Based Machine Translation,2020,conference-paper,,"0000-0002-7018-7515, 0000-0001-5247-5073, 0000-0003-3065-7989",Statistical Machine Translation and Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences,66,62,"['Attention Mechanism', 'Neural Machine Translation', 'Machine Translation', 'Syntax-based Translation Models']",
10.18653/v1/2020.emnlp-main.584,XL-WiC: A Multilingual Benchmark for Evaluating Semantic Contextualization,2020,conference-paper,,"0000-0002-7018-7515, 0000-0002-0660-8389, 0000-0001-6846-1303, 0000-0003-3694-4006",Statistical Machine Translation and Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences,67,42,"['Benchmark (surveying)', 'Contextualization', 'Word Representation', 'Language Understanding', 'Language Modeling', 'Semantic Reasoning', 'Visual Question Answering', 'SemEval', 'Representation (politics)', 'Binary classification']",
10.1162/coli_a_00377,A Systematic Study of Inner-Attention-Based Sentence Representations in Multilingual Neural Machine Translation,2020,journal-article,,"0000-0002-7018-7515, 0000-0002-5342-0426, 0000-0003-1862-4172, 0000-0003-3065-7989",Statistical Machine Translation and Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences,92,12,"['Neural Machine Translation', 'Multilingual Neural Machine Translation', 'Machine Translation', 'Language Understanding', 'Attention Mechanism', 'Bridge (graph theory)', 'Representation (politics)', 'Similarity (geometry)']",
10.18653/v1/W19-4304,An Evaluation of Language-Agnostic Inner-Attention-Based Representations in Machine Translation,2019,conference-paper,,"0000-0002-7018-7515, 0000-0002-5342-0426, 0000-0003-1862-4172, 0000-0003-3065-7989",Statistical Machine Translation and Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences,34,9,"['Representation (politics)', 'Machine Translation', 'Neural Machine Translation', 'Language Understanding', 'Language Modeling', 'Multilingual Neural Machine Translation', 'Similarity (geometry)']",
10.18653/v1/W19-4305,Multilingual NMT with a Language-Independent Attention Bridge,2019,conference-paper,,"0000-0002-7018-7515, 0000-0002-5342-0426, 0000-0003-3065-7989, 0000-0003-1862-4172",Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences,45,28,"['Neural Machine Translation', 'Multilingual Neural Machine Translation', 'Bridge (graph theory)', 'Machine Translation', 'Abstraction', 'Attention Mechanism', 'Language Understanding']",
10.18653/v1/W19-5354,The MuCoW Test Suite at WMT 2019: Automatically Harvested Multilingual Contrastive Word Sense Disambiguation Test Sets for Machine Translation,2019,conference-paper,,"0000-0002-7018-7515, 0000-0001-5247-5073, 0000-0003-3065-7989",Statistical Machine Translation and Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences,40,38,"['Test suite', 'Neural Machine Translation', 'Multilingual Neural Machine Translation', 'Machine Translation', 'Complex Word Identification', 'Statistical Machine Translation']",
10.18653/v1/W19-5347,The University of Helsinki Submissions to the WMT19 News Translation Task,2019,conference-paper,,"0000-0002-7018-7515, 0000-0002-3573-5993, 0000-0002-4929-4850, 0000-0002-5342-0426, 0000-0001-5247-5073, 0000-0002-3568-150X, 0000-0002-6076-7460, 0000-0003-3065-7989",Statistical Machine Translation and Natural Language Processing,Artificial Intelligence,Computer Science,Physical Sciences,25,8,"['Machine Translation', 'Neural Machine Translation']",
10.1109/LCOMM.2021.3049570,A Hybrid SDN Switch Based on Standard P4 Code,2021,journal-article,,"0000-0002-8193-0597, 0000-0002-8522-9933, 0000-0001-9648-8669, 0000-0002-8959-4321, 0000-0002-5545-9463",Software-Defined Networking and Network Virtualization,Computer Networks and Communications,Computer Science,Physical Sciences,19,6,"['Forwarding plane', 'Security in SDN', 'Software-Defined Networking', 'SDN Controllers', 'Implementation', 'Packet processing', 'Code (set theory)']",
10.1016/j.comnet.2021.108198,Challenges and Solutions for hybrid SDN,2021,journal-article,,"0000-0002-8193-0597, 0000-0002-5089-8942, 0000-0001-5358-7958, 0000-0002-5528-3031, 0000-0003-3124-2152",Software-Defined Networking and Network Virtualization,Computer Networks and Communications,Computer Science,Physical Sciences,33,9,"['Security in SDN', 'SDN Controllers']",
10.1109/TNSM.2021.3073597,In-Network Volumetric DDoS Victim Identification Using Programmable Commodity Switches,2021,journal-article,,"0000-0002-8193-0597, 0000-0001-9692-7756, 0000-0003-0557-9878, 0000-0002-0228-8701, 0000-0002-5640-6507",Network Intrusion Detection and Defense Mechanisms,Computer Networks and Communications,Computer Science,Physical Sciences,28,2,"['DDoS Attacks', 'Intrusion Detection', 'Software-Defined Networking', 'Botnet Detection', 'Identification (biology)', 'Security in SDN', 'Network processor']",
10.1007/978-3-030-71903-6_36,The Role of Data Storage in the Design of Wearable Expert Systems,2021,book,,"0000-0002-8193-0597, 0000-0001-8653-8837, 0000-0002-9744-3750",Internet of Things and Edge Computing,Computer Networks and Communications,Computer Science,Physical Sciences,8,0,"['Mobile Edge Computing', 'Wearable technology', 'Position paper']",
10.1109/lcomm.2020.2991347,HDDP: Hybrid Domain Discovery Protocol for Heterogeneous Devices in SDN,2020,journal-article,https://doi.org/10.1109/lcomm.2020.2991347,"0000-0002-8193-0597, 0000-0002-8522-9933, 0000-0002-6385-2628, 0000-0001-9648-8669, 0000-0002-8959-4321",Software-Defined Networking and Network Virtualization,Computer Networks and Communications,Computer Science,Physical Sciences,19,11,"['Neighbor Discovery Protocol', 'OpenFlow', 'Security in SDN', 'Software-Defined Networking', 'SDN Controllers', 'Service discovery']",
10.1109/ICIN48450.2020.9059337,A Blockchain-based Brokerage Platform for Fog Computing Resource Federation,2020,conference-paper,,"0000-0002-8193-0597, 0000-0002-0324-3847, 0000-0002-5847-2145, 0000-0002-3075-0932, 0000-0002-3022-3497, 0000-0002-6834-9255, 0000-0002-5640-6507",Blockchain and Internet of Things Integration,Information Systems,Computer Science,Physical Sciences,3,16,"['Blockchain', 'Fog Computing', 'Edge Computing']",
10.1109/TNSM.2020.2968979,An Incrementally-Deployable P4-Enabled Architecture for Network-Wide Heavy-Hitter Detection,2020,journal-article,,"0000-0002-8193-0597, 0000-0001-9692-7756, 0000-0002-6063-4975, 0000-0002-5640-6507",Software-Defined Networking and Network Virtualization,Computer Networks and Communications,Computer Science,Physical Sciences,45,36,"['Software-Defined Networking', 'Intrusion Detection', 'Machine Learning for Networking', 'Botnet Detection', 'Virtual Network Embedding']",
10.1016/j.osn.2020.100571,An automated negotiation framework for application-aware transport network services,2020,journal-article,,"0000-0002-8193-0597, 0000-0002-8488-5437, 0000-0002-5640-6507, 0000-0001-6419-3946",Software-Defined Networking and Network Virtualization,Computer Networks and Communications,Computer Science,Physical Sciences,37,8,"['Blocking (statistics)', 'Software-Defined Networking', 'Provisioning', 'Green Networking', 'Network Performance', 'Machine Learning for Networking', 'Packet Switching', 'Leverage (statistics)', 'Network element']",
10.1109/COINS49042.2020.9191379,Deployment of Application Microservices in Multi-Domain Federated Fog Environments,2020,conference-paper,,"0000-0002-8193-0597, 0000-0002-3075-313X, 0000-0002-1370-9401, 0000-0003-4345-2069, 0000-0001-9547-787X, 0000-0002-5640-6507",Internet of Things and Edge Computing,Computer Networks and Communications,Computer Science,Physical Sciences,17,14,"['Microservices', 'Fog Computing', 'Lease']",
10.1109/TNSM.2019.2941128,Dynamic and Application-Aware Provisioning of Chained Virtual Security Network Functions,2019,journal-article,,"0000-0002-8193-0597, 0000-0002-8001-7835, 0000-0002-0330-1963, 0000-0002-5640-6507, 0000-0001-6419-3946",Software-Defined Networking and Network Virtualization,Computer Networks and Communications,Computer Science,Physical Sciences,38,13,"['Provisioning', 'Network Function Virtualization', 'Virtual Network Embedding', 'Network Virtualization', 'Network Security Policies', 'Software-Defined Networking']",
10.1109/NOMS47738.2020.9110257,Estimating Logarithmic and Exponential Functions to Track Network Traffic Entropy in P4,2020,conference-paper,,"0000-0002-8193-0597, 0000-0001-9692-7756, 0000-0002-5640-6507",Software-Defined Networking and Network Virtualization,Computer Networks and Communications,Computer Science,Physical Sciences,28,32,"['Leverage (statistics)', 'Machine Learning for Networking', 'Bandwidth Estimation', 'Network Performance', 'Software-Defined Networking', 'Log Analysis', 'Forwarding plane']",
10.1016/j.osn.2019.100536,Latency- and capacity-aware placement of chained Virtual Network Functions in FMC metro networks,2019,journal-article,,"0000-0002-8193-0597, 0000-0003-4424-0674, 0000-0003-1455-5675, 0000-0002-3617-5916, 0000-0003-0740-1061, 0000-0003-0015-9866",Software-Defined Networking and Network Virtualization,Computer Networks and Communications,Computer Science,Physical Sciences,32,17,"['Virtual network', 'Network Function Virtualization', 'Network Virtualization', 'Network Performance', 'Provisioning', 'Software-Defined Networking', 'Virtual Network Embedding']",
10.1109/WiMob50308.2020.9253419,Rethinking the Design of Wearable Expert Systems: The Role of Network Infrastructures,2020,conference-paper,,"0000-0002-8193-0597, 0000-0001-8653-8837, 0000-0002-9744-3750",Internet of Things and Edge Computing,Computer Networks and Communications,Computer Science,Physical Sciences,10,1,"['Wearable technology', 'Edge Computing']",
10.1007/s10723-020-09534-y,Smart Contracts for Service-Level Agreements in Edge-to-Cloud Computing,2020,journal-article,,"0000-0002-8193-0597, 0000-0003-4345-2069, 0000-0001-9547-787X, 0000-0003-2331-4523, 0000-0002-3075-313X, 0000-0002-5640-6507",Internet of Things and Edge Computing,Computer Networks and Communications,Computer Science,Physical Sciences,35,45,"['Smart Contracts', 'Service-level agreement', 'Mobile Edge Computing', 'Edge Computing', 'Cloud Computing', 'Blockchain', 'Service level']",
10.1109/TCC.2019.2914387,Impact of Processing-Resource Sharing on the Placement of Chained Virtual Network Functions,2019,journal-article,,"0000-0002-8193-0597, 0000-0003-0740-1061, 0000-0001-7508-9706",Software-Defined Networking and Network Virtualization,Computer Networks and Communications,Computer Science,Physical Sciences,46,28,"['Virtual network', 'Network Function Virtualization', 'Network Virtualization', 'Virtual Network Embedding', 'Network Performance', 'Named Data Networking', 'Core network', 'Shared resource', 'Network Functions Virtualization']",
10.1109/NETSOFT.2019.8806649,Incremental Deployment of Programmable Switches for Network-wide Heavy-hitter Detection,2019,conference-paper,,"0000-0002-8193-0597, 0000-0001-9692-7756, 0000-0002-6063-4975, 0000-0002-5640-6507",Software-Defined Networking and Network Virtualization,Computer Networks and Communications,Computer Science,Physical Sciences,37,7,"['OpenFlow', 'Networking hardware', 'Software-Defined Networking', 'Network switch', 'Forwarding plane', 'Network monitoring', 'Network processor', 'Intrusion Detection', 'Machine Learning for Networking', 'Botnet Detection', 'Virtual Network Embedding']",
10.1364/OFC.2019.Th1G.3,Optimization of Secure Quantum Key Distribution Backbones in Core Transport Networks,2019,conference-paper,,"0000-0002-8193-0597, 0000-0003-0557-9878, 0000-0002-5640-6507, 0000-0001-6419-3946",Quantum Information and Computation,Artificial Intelligence,Computer Science,Physical Sciences,8,1,"['Quantum key distribution', 'Quantum Computation', 'Quantum Simulation', 'Quantum Information', 'Quantum Machine Learning', 'Quantum Error Correction']",
10.1016/j.ic.2024.105209,Neural-symbolic temporal decision trees for multivariate time series classification,2024,journal-article,https://doi.org/10.1016/j.ic.2024.105209,"0000-0001-9260-102X, 0000-0002-8403-3250, 0000-0003-2533-1298, 0000-0002-7287-5223, 0000-0002-9221-879X",Clustering of Time Series Data and Algorithms,Signal Processing,Computer Science,Physical Sciences,49,0,"['Multivariate Classification', 'Dynamic Time Warping', 'Symbolic Representation', 'Feedforward Neural Networks', 'Pattern Classification']",
10.3390/a14030076,Feature and Language Selection in Temporal Symbolic Regression for Interpretable Air Quality Modelling,2021,journal-article,https://doi.org/10.3390/a14030076,"0000-0001-9260-102X, 0000-0001-9312-1175, 0000-0002-9221-879X",Neural Network Fundamentals and Applications,Artificial Intelligence,Computer Science,Physical Sciences,46,7,"['Interpretability', 'Textual Data', 'Feature (linguistics)', 'Data set']",
10.1007/978-3-030-19651-6_1,Towards a General Method for Logical Rule Extraction from Time Series,2019,book-chapter,https://doi.org/10.1007/978-3-030-19651-6_1,"0000-0001-9260-102X, 0000-0002-9221-879X, 0000-0001-9135-9155",Clustering of Time Series Data and Algorithms,Signal Processing,Computer Science,Physical Sciences,23,2,"['Timeline', 'Abstraction', 'Temporal database', 'Temporal Data Mining', 'Feature Extraction']",
10.1007/978-3-030-19570-0_50,Interval Temporal Logic Decision Tree Learning,2019,book-chapter,https://doi.org/10.1007/978-3-030-19570-0_50,"0000-0001-9260-102X, 0000-0003-2063-218X, 0000-0002-9221-879X",Data Mining Techniques and Applications,Information Systems,Computer Science,Physical Sciences,33,13,"['Decision Trees', 'Temporal Data Mining', 'Decision Analysis', 'ID3 algorithm']",
10.1016/j.patrec.2022.04.016,Laplacian encoder-decoder network for raindrop removal,2022,journal-article,https://doi.org/10.1016/j.patrec.2022.04.016,"0000-0002-8505-1581, 0000-0003-1138-3345",Image Enhancement Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,24,4,"['Pyramid (geometry)', 'Depth Estimation']",
10.2352/issn.2694-118x.2020.lim-12,CNN-based Rain Reduction in Street View Images,2020,journal-article,https://doi.org/10.2352/issn.2694-118x.2020.lim-12,"0000-0002-8505-1581, 0000-0002-7211-8724, 0000-0001-7461-1451",Image Enhancement Techniques,Computer Vision and Pattern Recognition,Computer Science,Physical Sciences,0,2,"['Real-Time Detection', 'Image Processing']",
10.1109/icip.2019.8803652,Artifact-Free Thin Cloud Removal Using Gans,2019,conference-paper,https://doi.org/10.1109/icip.2019.8803652,"0000-0002-8505-1581, 0000-0003-1840-5551, 0000-0002-5975-9260, 0000-0001-7461-1451",Wave Control in Complex Media,Acoustics and Ultrasonics,Physics and Astronomy,Physical Sciences,20,8,"['Artifact (error)', 'Haze Removal']",
10.1109/WHISPERS61460.2023.10430788,Multimodal Fusion Methods with Vision Transformers for Remote Sensing Semantic Segmentation,2023,conference-paper,,"0000-0002-3967-8957, 0009-0007-0604-7677, 0000-0001-9112-0574",Hyperspectral Image Analysis and Classification,Media Technology,Engineering,Physical Sciences,14,0,"['Remote Sensing', 'Support Vector Machines', 'Spectral Unmixing', 'Image Analysis', 'Hyperspectral', 'Sensor fusion']",
10.1016/j.rsase.2022.100823,Unsupervised segmentation of hyperspectral remote sensing images with superpixels,2022,journal-article,https://doi.org/10.1016/j.rsase.2022.100823,"0000-0002-3967-8957, 0000-0001-9112-0574, 0009-0007-0604-7677, 0000-0001-7461-1451",Hyperspectral Image Analysis and Classification,Media Technology,Engineering,Physical Sciences,44,19,"['Spectral Unmixing', 'Hyperspectral Imaging', 'Hyperspectral', 'Spatial Pattern Analysis', 'Feature Extraction', 'Land cover']",
10.1109/STA.2019.8717197,Optimized SWPT and Decision Tree for Incipient Bearing Fault Diagnosis,2019,conference-paper,,"0000-0002-3607-3231, 0000-0002-9011-4444, 0000-0003-2518-0151",Machine Fault Diagnosis and Prognostics,Control and Systems Engineering,Engineering,Physical Sciences,19,12,"['Bearing Faults', 'Fault Detection', 'Fault Diagnosis', 'Identification (biology)']",
10.1016/j.ins.2024.120725,Unifying Credal Partitions and Fuzzy Orthopartitions,2024,journal-article,https://doi.org/10.1016/j.ins.2024.120725,"0000-0002-4171-3459, 0000-0002-8083-7809",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,23,0,"['Mathematical Fuzzy Logic', 'Fuzzy Logic', 'Intuitionistic Fuzzy Sets', 'Fuzzy Sets', 'Fuzzy Rough Sets']",
10.1016/j.ins.2023.119941,Partially-defined equivalence relations: Relationship with orthopartitions and connection to rough sets,2023,journal-article,https://doi.org/10.1016/j.ins.2023.119941,"0000-0002-4171-3459, 0000-0002-0027-5157, 0000-0002-8083-7809",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,18,1,"['Equivalence relation', 'Logical equivalence', 'Similarity (geometry)', 'Probabilistic Rough Sets', 'Versa', 'Equivalence class (music)', 'Matrix equivalence']",
10.1016/j.ijar.2023.109080,Three-way decisions with evaluative linguistic expressions,2023,journal-article,https://doi.org/10.1016/j.ijar.2023.109080,"0000-0002-4171-3459, 0000-0002-8083-7809",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,28,3,"['Three-Way Decisions', 'Disjoint sets', 'Group Decision Making', 'Environmental Decision Making', 'Decision Analysis', 'Modal Logics']",
10.1109/TFUZZ.2022.3197826,Extracting Concepts From Fuzzy Relational Context Families,2022,journal-article,https://doi.org/10.1109/TFUZZ.2022.3197826,0000-0002-4171-3459,Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,42,11,"['Fuzzy Logic', 'Mathematical Fuzzy Logic', 'Fuzzy Rough Sets', 'Concept Lattices']",
10.1007/978-3-031-50959-9_14,Aggregation Operators on Shadowed Sets Deriving from Conditional Events and Consensus Operators,2023,book-chapter,https://doi.org/10.1007/978-3-031-50959-9_14,"0000-0002-4171-3459, 0000-0002-0027-5157, 0000-0002-8083-7809, 0009-0006-5374-7214",Multi-Criteria Decision Making,Management Science and Operations Research,Decision Sciences,Social Sciences,22,0,"['Operator (biology)', 'Intuitionistic Fuzzy Sets', 'Fuzzy Sets']",
10.1007/978-3-031-39965-7_34,An Analysis of FRCA Quantifiers,2023,book-chapter,https://doi.org/10.1007/978-3-031-39965-7_34,"0000-0002-4171-3459, 0000-0002-9563-2136",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,10,0,['Intuitionistic Fuzzy Sets'],
10.1007/978-3-031-50959-9_9,Hexagons of Opposition in Linguistic Three-Way Decisions,2023,book-chapter,https://doi.org/10.1007/978-3-031-50959-9_9,"0000-0002-4171-3459, 0000-0002-8083-7809",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,19,0,"['Disjoint sets', 'Opposition (politics)', 'Three-Way Decisions']",
10.1007/978-3-031-39965-7_33,Logical Relations Between T-Scaling Quantifiers and Their Implications in Fuzzy Relational Concept Analysis,2023,book-chapter,https://doi.org/10.1007/978-3-031-39965-7_33,"0000-0002-4171-3459, 0009-0000-4204-3955",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,13,0,"['Fuzzy Logic', 'Mathematical Fuzzy Logic', 'Intuitionistic Fuzzy Sets', 'Fuzzy Sets']",
10.1016/j.ijar.2022.03.006,Graded cubes of opposition in fuzzy formal concept analysis,2022,journal-article,https://doi.org/10.1016/j.ijar.2022.03.006,"0000-0002-4171-3459, 0009-0000-4204-3955",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,29,6,"['Opposition (politics)', 'Fuzzy Logic', 'Intuitionistic Fuzzy Sets', 'Mathematical Fuzzy Logic', 'Fuzzy Sets']",
10.1007/978-3-031-17801-6_24,A Correspondence Between Credal Partitions and Fuzzy Orthopartitions,2022,book-chapter,https://doi.org/10.1007/978-3-031-17801-6_24,"0000-0002-4171-3459, 0000-0002-8083-7809",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,7,2,"['Intuitionistic Fuzzy Sets', 'Mathematical Fuzzy Logic', 'Fuzzy Logic', 'Fuzzy Sets', 'Fuzzy Rough Sets']",
10.1007/978-3-031-21244-4_1,Orthopartitions in Knowledge Representation and Machine Learning,2022,book-chapter,https://doi.org/10.1007/978-3-031-21244-4_1,"0000-0002-4171-3459, 0000-0002-8083-7809, 0000-0002-0027-5157",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,23,1,"['Equivalence relation', 'Modal Logics', 'Probabilistic Rough Sets', 'Representation (politics)']",
10.1016/j.knosys.2021.107452,A proposal to extend Relational Concept Analysis with fuzzy scaling quantifiers,2021,journal-article,https://doi.org/10.1016/j.knosys.2021.107452,"0000-0002-4171-3459, 0009-0000-4204-3955",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,19,10,"['Fuzzy Logic', 'Mathematical Fuzzy Logic', 'Concept Lattices']",
10.1016/j.ijar.2021.02.007,Graded polygons of opposition in fuzzy formal concept analysis,2021,journal-article,https://doi.org/10.1016/j.ijar.2021.02.007,"0000-0002-4171-3459, 0009-0000-4204-3955",Rough Sets Theory and Applications,Computational Theory and Mathematics,Computer Science,Physical Sciences,61,13,"['Quantifier (linguistics)', 'Opposition (politics)', 'Fuzzy Logic', 'Mathematical Fuzzy Logic', 'Intuitionistic Fuzzy Sets', 'Fuzzy Sets']",
10.1145/3587889.3588200,Ergonomics and Storage Base Position for U-shaped Picking Zones,2023,conference-paper,https://doi.org/10.1145/3587889.3588200,"0000-0003-1491-9336, 0000-0002-0229-0465, 0009-0008-2971-3959, 0000-0002-7505-6776, 0000-0002-7543-2751",Design and Control of Warehouse Operations,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,27,1,"['Order Picking', 'Warehouse Design', 'Facility Layout', 'City Logistics', 'Parcel Lockers', 'Position (finance)', 'Base (topology)', 'Brick and mortar']",
10.3390/a15110413,AMR-Assisted Order Picking: Models for Picker-to-Parts Systems in a Two-Blocks Warehouse,2022,journal-article,https://doi.org/10.3390/a15110413,"0000-0003-1491-9336, 0009-0006-3378-160X, 0000-0002-7505-6776, 0000-0002-7543-2751, 0000-0002-0229-0465",Design and Control of Warehouse Operations,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,28,8,"['Implementation', 'Order Picking', 'Warehouse Design', 'Bin Packing', 'Material Handling Systems', 'Three-Dimensional Packing']",
10.1145/3524338.3524367,Assessing the duration of intralogistics forklift operations via machine learning,2022,conference-paper,https://doi.org/10.1145/3524338.3524367,"0000-0003-1491-9336, 0000-0002-7505-6776, 0000-0003-2981-043X, 0000-0002-0229-0465",Design and Control of Warehouse Operations,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,28,1,"['Warehouse Design', 'E-commerce Warehousing', 'Material Handling Systems']",
https://doi.org/10.1007/s40305-022-00395-8,Maximum Independent Sets and Supervised Learning,2022,journal-article,https://doi.org/10.1007/s40305-022-00395-8,"0000-0003-1491-9336, 0000-0002-0229-0465, 0000-0002-8956-9687, 0000-0002-9264-9725",Neural Network Fundamentals and Applications,Artificial Intelligence,Computer Science,Physical Sciences,22,0,"['Semi-Supervised Learning', 'Supervised learning', 'Constraint Handling']",
10.1016/j.ejco.2022.100049,Upper and lower bounds based on linear programming for the b-coloring problem,2022,journal-article,https://doi.org/10.1016/j.ejco.2022.100049,"0000-0003-1491-9336, 0000-0002-0229-0465, 0000-0002-8128-2067",Optimization of Staff Scheduling and Rostering,Management Science and Operations Research,Decision Sciences,Social Sciences,18,1,"['Fractional coloring', 'Complete coloring', 'List coloring', 'Graph Coloring', 'Parameterized Complexity', 'Constraint Satisfaction Problems', 'Greedy coloring', 'Edge coloring']",
10.3390/a14120350,The Buy-Online-Pick-Up-in-Store Retailing Model: Optimization Strategies for In-Store Picking and Packing,2021,journal-article,https://doi.org/10.3390/a14120350,"0000-0003-1491-9336, 0000-0002-7505-6776, 0000-0002-7543-2751, 0000-0002-0229-0465",Understanding Consumer Behavior in Retail Environments,Marketing,"Business, Management and Accounting",Social Sciences,28,11,"['Omnichannel', 'Order Picking', 'Consumer Shopping Behavior', 'Omnichannel Retailing', 'Brick and mortar', 'Multichannel Retailing', 'E-commerce Warehousing']",
10.1007/978-3-030-85902-2_64,Optimization Strategies for In-Store Order Picking in Omnichannel Retailing,2021,book-chapter,https://doi.org/10.1007/978-3-030-85902-2_64,"0000-0003-1491-9336, 0000-0002-7505-6776, 0000-0003-2981-043X, 0000-0002-0229-0465",Understanding Consumer Behavior in Retail Environments,Marketing,"Business, Management and Accounting",Social Sciences,19,7,"['Omnichannel', 'Order Picking', 'Omnichannel Retailing', 'Multichannel Retailing', 'Consumer Shopping Behavior', 'Retail Environment', 'Order fulfillment']",
10.1007/978-3-030-86841-3_15,In-store Picking Strategies for Online Orders in Grocery Retail Logistics,2021,book-chapter,https://doi.org/10.1007/978-3-030-86841-3_15,"0000-0003-1491-9336, 0000-0002-7505-6776, 0000-0003-2981-043X, 0009-0004-2555-1762, 0000-0002-0229-0465",Design and Control of Warehouse Operations,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,19,4,"['Grocery shopping', 'Order Picking', 'Grocery store', 'Consumer Shopping Behavior', 'E-commerce Warehousing', 'Order fulfillment']",
10.1016/j.cor.2020.105107,A Tabu Search algorithm for the Probabilistic Orienteering Problem,2020,journal-article,https://doi.org/10.1016/j.cor.2020.105107,"0000-0003-1491-9336, 0009-0004-2555-1762, 0000-0002-0229-0465",Vehicle Routing Problem and Variants,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,44,37,"['Orienteering', 'Guided Local Search', 'Tabu Search', 'Vehicle Routing Problem', 'Hybrid Algorithms', 'Optimization Applications', 'Global Optimization', 'Hill climbing']",
10.1145/3463858.3463867,3-opt Metaheuristics for the Probabilistic Orienteering Problem,2021,conference-paper,https://doi.org/10.1145/3463858.3463867,"0000-0003-1491-9336, 0000-0002-5630-7189, 0000-0002-4155-0688, 0000-0002-7600-9752, 0000-0002-0229-0465",Vehicle Routing Problem and Variants,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,9,0,"['Orienteering', 'Vehicle Routing Problem', 'Three-Dimensional Packing', 'Heuristic Algorithms', 'Metaheuristic Algorithms', 'Hybrid Algorithms']",
10.1145/3463858.3463895,Re-Initialising Solutions in a Random Restart Local Search for the Probabilistic Orienteering Problem,2021,conference-paper,https://doi.org/10.1145/3463858.3463895,"0000-0003-1491-9336, 0000-0003-1967-0883, 0009-0004-2555-1762, 0000-0002-0229-0465",Vehicle Routing Problem and Variants,Industrial and Manufacturing Engineering,Engineering,Physical Sciences,7,1,"['Orienteering', 'Vehicle Routing Problem', 'Large-Scale Optimization', 'Heuristic Algorithms', 'Hybrid Algorithms']",
